ID_PROMOCAO,ID_PRODUTO,NOME_PRODUTO,PRECO_ORIGINAL,PRECO_PROMOCIONAL,STATUS,DATA_INICIO,DATA_FIM
1759718363,1,gloss,30.0,"20,0",Ativa,2025-10-06,
